NAME	StromalScore	ImmuneScore	ESTIMATEScore
LU5183P3	-2991.646638	-2164.026892	-5155.67353
ES11074P0	-2991.588218	-900.8638229	-3892.452041
OV9412P2	-2721.094212	-1972.002904	-4693.097115
PA6237P5	-3041.512374	-892.1665048	-3933.678879
AL5521P3	-1694.474462	2317.931147	623.4566856
CR3311P3	-3118.56684	-1107.899397	-4226.466238
SA3302P3	-947.2500908	-762.6803964	-1709.930487
BR10598P1	-1587.649906	2498.344958	910.6950527
PA3060P6	-3049.400567	-880.3730596	-3929.773626
BL5006P1	-2634.850159	-1229.724999	-3864.575159
LY2219P4	-1604.703945	2598.141599	993.437654
BR5020P3	-2773.591362	-1600.86609	-4374.457452
LU0894P3	-2869.939689	-1004.850003	-3874.789692
LU1204P5	-2998.873616	-671.0157531	-3669.889369
PA0573P2	-2801.653299	-706.7854219	-3508.438721
GA13806P3	-3018.625904	-1503.647284	-4522.273188
LY3604P5	-2058.46754	1700.253146	-358.2143948
LU9335P4	-3019.021139	-1425.600486	-4444.621624
LU9339P4	-2701.209708	-1986.873063	-4688.082771
GA13762P0	-3085.556648	-1467.778892	-4553.33554
CR3056P6	-2999.971415	-1052.108843	-4052.080258
OV5308P5	-2438.875738	-1552.698645	-3991.574383
LU5146P3	-2905.913818	-1650.077654	-4555.991473
LU5263P5	-2940.276462	-2286.40085	-5226.677313
ME12071P4	-1912.077249	-1981.455206	-3893.532454
LU5202P4	-2896.756007	-2017.260641	-4914.016648
GA6875P7	-3116.251264	-1513.747095	-4629.998359
OV2029P8	-2978.528147	-1631.762681	-4610.290828
LU11885P0	-2879.774826	-2238.771901	-5118.546727
LU5249P2	-3033.512349	-1976.663368	-5010.175717
LU5246P1	-3111.255039	-752.9975386	-3864.252578
CV3407P8	-2911.767131	-1047.999497	-3959.766628
HN3536P5	-2999.962886	-1407.428791	-4407.391676
LY2104P4	-1480.728286	2624.969665	1144.24138
LU5186P1	-3009.589333	-1036.631678	-4046.221011
BL9214P2	-2190.857479	-1247.190611	-3438.048089
LI6664P5	-2558.163585	-748.6492725	-3306.812857
LU6439P4	-2968.20413	-1374.550155	-4342.754284
BR1282P4	-2789.06834	-1082.693596	-3871.761936
ES11085P0	-2937.465353	-1238.264725	-4175.730078
LY6696P4	-1634.336592	2496.705574	862.3689822
CR6290P3	-2940.897565	-1022.549344	-3963.446909
CR14501P1	-2943.725228	-1192.235779	-4135.961007
LI6649P10	-2542.293255	-1406.91819	-3949.211445
MU12778P0	-2108.66153	-1761.455755	-3870.117284
CV10258P4	-2773.787756	-1251.130157	-4024.917913
CR2558P11	-3039.726969	-1297.531132	-4337.258101
ME11983P0	-1923.444123	-1727.920486	-3651.364609
LU6919P7	-2650.625977	-1412.099679	-4062.725656
CC6690P6	-2964.339692	-916.729237	-3881.068929
CR5071P0	-2788.118686	-1154.267395	-3942.386081
LI6680P6	-3095.900971	-1302.516533	-4398.417504
BR10575P0	-2823.513344	-1329.867212	-4153.380556
CR2646P5	-3040.066148	-1265.736857	-4305.803005
LI6281P8	-2262.99298	-1578.611717	-3841.604697
ES11069P0	-2795.006088	-764.8579219	-3559.86401
LI6700P6	-2638.266782	-1360.684501	-3998.951282
AM7577P6	-1770.922921	829.2179142	-941.7050068
LU2503P3	-2911.159225	-749.7948208	-3660.954045
CR2072P8	-3004.670619	-1232.926025	-4237.596644
CR5032P3	-2913.929784	-1396.857768	-4310.787552
CR2285P9	-3130.960318	-1312.927563	-4443.88788
CR6287P3	-2849.730258	-1342.901332	-4192.63159
AL5551P1	-1860.962098	1929.882291	68.92019312
HN5124P0	-2468.984159	-620.9641099	-3089.948269
HN2581P6	-2861.90059	-1097.128811	-3959.029401
OV15209P0	-2463.960061	-1887.125771	-4351.085832
GA6864P6	-2869.85508	-875.2800831	-3745.135163
AL5620P0	-2090.861354	1303.86737	-786.9939843
LI6612P7	-2406.815516	-1670.762745	-4077.57826
BL5433P0	-2680.511708	-1598.687265	-4279.198973
BL3479P4	-2624.331159	-1285.239535	-3909.570694
ES0183P10	-2757.215667	-1515.446151	-4272.661818
SA16050P0	-1279.030136	-1200.333417	-2479.363553
CR5055P1	-2994.745263	-1246.096424	-4240.841686
CR1400P2	-3063.026053	-1229.899492	-4292.925545
BL5425P1	-2759.655431	-1065.621939	-3825.27737
LU5267P4	-3173.724371	-2162.982843	-5336.707214
CR6848P6	-3207.396782	-1103.228092	-4310.624874
SA4098P1	-1892.645905	-2098.075116	-3990.721021
AD0344P5	-1785.221724	-1637.394523	-3422.616247
CR15399P4	-3049.868386	-1290.779133	-4340.647519
PA9446P3	-2939.623069	-364.2030976	-3303.826167
GA2419P5	-2755.967902	-1075.35743	-3831.325332
LU11954P0	-1809.134044	-1987.100117	-3796.234161
CR6257P5	-3034.744501	-1044.424358	-4079.16886
LU5149P1	-2869.857591	-1506.569403	-4376.426994
ME13995P1	-2152.641239	-1214.922091	-3367.56333
ME12055P0	-2500.302767	-1949.31755	-4449.620317
CR2161P2	-3183.584375	-1531.040212	-4714.624588
SA13375P0	-658.743632	-937.7844079	-1596.52804
MC3464P7	-3005.824113	-969.4669372	-3975.29105
CR6217P4	-3164.581563	-1410.258609	-4574.840172
PA6213P6	-3175.384018	-1237.324816	-4412.708835
GA1224P6	-3070.735704	-1288.287456	-4359.02316
ES0181P2	-2578.627596	-1120.223616	-3698.851212
ME12108P4	-2365.896319	-916.1631521	-3282.059472
MU12666P1	-2499.884763	-1550.207969	-4050.092731
ME12189P1	-2014.742107	-933.4354327	-2948.17754
CR5066P1	-3128.828676	-1241.602461	-4370.431137
PA13034P0	-2977.377047	-934.7831007	-3912.160148
CR2491P3	-2965.434022	-927.4894576	-3892.92348
CR5085P0	-2962.15589	-1002.490667	-3964.646557
LI6710P7	-2345.400145	-812.3877444	-3157.787889
AL5600P2	-2361.749835	1386.430248	-975.3195874
SA10182P0	-935.4730403	-1336.571714	-2272.044755
HN3615P2	-2764.571785	-1421.303307	-4185.875091
CR14777P1	-3082.035467	-1116.815889	-4198.851356
ME11974P1	-2127.264027	-869.0943166	-2996.358343
CR3279P3	-3009.955806	-1066.28864	-4076.244447
HN2621P4	-2619.614033	-630.104553	-3249.718586
LU6402P4	-3084.806343	-1299.021897	-4383.82824
SA3849P5	-1368.368674	-1591.029182	-2959.397856
LU3345P6	-3019.798329	-1877.900714	-4897.699044
PE5394P0	-2543.411541	-1833.483565	-4376.895106
LU5197P5	-2786.923984	-1724.364077	-4511.288061
LI6718P8	-2389.604127	-1445.762955	-3835.367082
PA1301P6	-2973.342964	-959.4164161	-3932.75938
LU6802P7	-2768.052369	-989.2287605	-3757.28113
LU11593P0	-2666.253894	-1570.984491	-4237.238385
LI1057P4	-2581.401719	-1091.344863	-3672.746582
