NAME	StromalScore	ImmuneScore	ESTIMATEScore
GA13777P0	1659.693942	2066.010808	3725.704751
CC6216P9	1655.293385	1895.907091	3551.200476
SA13263P0	481.2759566	1553.303447	2034.579403
GA6820P8	1379.193873	1966.399744	3345.593617
BR10550P0	1789.526345	2214.923377	4004.449722
ME12043P0	1839.411897	2024.923995	3864.335891
LU5264P4	1690.519865	1810.921012	3501.440877
LU0876P3	1447.446427	1700.04458	3147.491007
OV15612P0	1395.552839	2311.044674	3706.597513
LU6403P4	1536.981698	2131.027713	3668.009411
GS11338P0	1851.697401	1764.604456	3616.301857
KI0326P7	1454.396666	1109.164515	2563.561182
LU11568P0	1527.630481	2062.016959	3589.64744
CR5064P1	1447.119969	2145.564458	3592.684427
LY2118P3	1239.228433	2763.369085	4002.597518
LU11722P0	1521.813318	2844.660917	4366.474234
CR5081P2	1482.971304	1580.805843	3063.777146
ME12090P0	1546.665934	948.9628706	2495.628804
HN9280P3	1446.765167	1647.164826	3093.929993
CR6801P8	1657.533574	1379.830005	3037.363579
CR5040P1	1657.115702	1708.839244	3365.954946
OV1286P2	1876.989198	2434.233941	4311.223139
LY2266P4	1503.457468	2458.181797	3961.639265
SA10225P0	1769.337492	1987.431252	3756.768745
CR3804P6	1688.085335	2499.274002	4187.359337
OV5305P1	1726.691914	1942.466975	3669.158889
CR0170P5	1493.529843	2048.416397	3541.94624
BR3116P5	1462.066836	2113.966224	3576.03306
CR6252P6	1730.336044	2388.345124	4118.681168
LI6668P9	1199.895555	1560.623753	2760.519309
CR15303P3	1711.189219	1732.777555	3443.966775
ME12120P3	1615.121578	1905.350126	3520.471704
BR9456P5	1655.697697	1710.412853	3366.11055
CC6614P4	1818.51521	2244.375064	4062.890274
GA0046P4	1520.505029	1657.691775	3178.196804
HN2621P4	1714.576541	2459.604738	4174.181279
LU5243P1	1733.007612	1762.324873	3495.332485
CR2526P5	1706.946189	1941.627864	3648.574053
CR6268P8	1749.918673	2010.274531	3760.193205
LY2104P4	1358.140001	2731.734843	4089.874844
HN2576P14	1575.261888	1569.764131	3145.026019
ME12148P1	1055.895206	2282.284452	3338.179659
CR0455P4	1624.23399	1726.119025	3350.353015
OV15841P3	1677.365671	2111.389454	3788.755125
CR2533P4	1650.723973	2027.114126	3677.8381
PA3004P8	1780.98247	2175.624021	3956.606491
ME12116P0	1956.23868	2249.393908	4205.632588
LY2310P4	1357.340447	2593.767108	3951.107555
CR2506P3	1706.303589	2174.767823	3881.071412
LU2503P3	1494.088713	1898.059799	3392.148512
LI6301P4	1542.472669	1972.37998	3514.852648
LI1078P5	1492.209382	1929.167165	3421.376548
GA6201P7	1762.690655	2270.015511	4032.706167
SA4062P4	1216.165081	2434.650061	3650.815143
CR1489P10	1837.576677	2639.019124	4476.595801
CR6222P3	1795.876639	2242.240535	4038.117174
CR2412P8	1546.314914	1506.160292	3052.475206
CR2305P7	1374.167623	3034.375828	4408.543452
LI0801P5	1908.293387	2561.740141	4470.033528
OV1385P4	1635.991547	1530.442747	3166.434294
CR3101P6	1523.953145	2054.06875	3578.021895
AM8096P6	861.7618106	2389.087091	3250.848902
CC9326P3	1725.935037	1646.241896	3372.176932
CR6455P13	1362.642353	1846.52626	3209.168612
LU2071P5	1769.545776	2108.65396	3878.199736
LU5408P0	1649.544328	1704.661378	3354.205705
GA3109P4	1885.212184	2029.421951	3914.634135
GA0037P3	1571.655186	1577.852926	3149.508112
CR5059P1	1962.107672	2072.109108	4034.21678
CR0047P5	1395.148969	2968.355597	4363.504567
LU5407P0	1685.723013	1821.183543	3506.906556
CR1207P3	1189.160487	1715.759406	2904.919893
HN1420P5	1844.222464	2828.642509	4672.864974
LU2529P4	1704.279353	2184.794703	3889.074055
CR2327P4	1180.440267	2719.563543	3900.00381
ME9395P2	1041.779305	1937.88266	2979.661966
GA6894P3	1722.905969	1914.483138	3637.389107
PA6233P5	1680.264661	1871.236428	3551.501088
HN5123P1	1432.432497	1867.962141	3300.394638
BR10575P0	1792.155016	2352.510541	4144.665558
ES0159P5	1803.365581	2368.717571	4172.083152
CR6861P4	1828.099492	1738.182387	3566.281879
LU6402P4	878.9078395	2408.759189	3287.667028
GA6822P5	1466.7526	2896.649775	4363.402375
CR6227P5	1666.585664	2075.549688	3742.135352
ME2194P6	1497.478467	2400.178726	3897.657193
LI1025P5	1719.791129	2115.741641	3835.53277
LU5146P3	1839.879205	2046.63212	3886.511325
ME11972P1	1128.160902	2118.503864	3246.664766
ME12041P1	1754.924838	1962.169595	3717.094434
ES2267P4	1488.86314	2649.818828	4138.681968
SA10160P0	756.0639993	1394.660301	2150.7243
GA2257P3	1659.027697	2095.60896	3754.636657
LU9333P4	1683.964212	1635.492355	3319.456567
OV5383P1	1743.41403	1628.698709	3372.11274
BN2338P4	1887.487524	1798.408057	3685.895581
OV5303P2	1411.99991	1313.890783	2725.890693
PA1222P6	1760.336106	2329.806326	4090.142432
LU1206P6	1813.699177	1928.978903	3742.67808
BL3249P4	1570.012092	1822.208276	3392.220367
PA1409P7	1421.898304	1710.058097	3131.956401
CR9237P4	907.0576777	1975.967594	2883.025271
SA13441P0	1036.509569	1806.964668	2843.474237
MU12813P0	1989.752798	1375.797627	3365.550425
CR3099P3	1881.950894	1586.831047	3468.781941
SA10992P0	1109.352083	1884.447321	2993.799404
PA9453P4	1687.537635	1655.36558	3342.903215
LI6717P8	1568.460167	1676.82962	3245.289787
MU12659P2	1404.561022	2429.807797	3834.368819
LU2057P6	1802.917649	2104.154624	3907.072273
AL8244P2	-239.1783781	2571.593507	2332.415129
LU0377P5	1550.701616	1825.040296	3375.741912
HN3690P7	1556.806373	1765.914728	3322.721101
LU6411P26	1595.788881	1505.005019	3100.793901
PA1337P4	1802.61797	1928.483111	3731.101081
HN3642P4	1671.648511	2167.805769	3839.454281
GA2256P3	1838.341095	1691.131848	3529.472943
GS11334P0	1838.48884	2261.368769	4099.85761
GA0033P6	1551.153516	1853.455783	3404.609299
ME12126P1	1744.936745	2106.513685	3851.45043
CR15339P3	1597.728823	1370.426771	2968.155594
KI10105P0	1752.099768	1858.841729	3610.941497
CR6629P3	1891.939834	1642.14977	3534.089604
ME12136P5	1619.1	1949.225992	3568.325992
LI1549P4	1358.780328	2169.403907	3528.184235
CR9260P3	1517.389335	1602.947276	3120.336611
SA10151P0	1142.223237	2173.519724	3315.742961
LU1258P5	1819.905716	2012.544422	3832.450138
CR3586P1	1537.60537	2262.953302	3800.558671
CR3280P3	1369.376431	3326.712724	4696.089155
SA10135P0	1420.431716	1411.11618	2831.547896
BR9465P8	1523.666066	1768.01337	3291.679436
OV6308P8	1704.623621	2543.673638	4248.297258
HN3556P7	1668.340501	1843.806721	3512.147222
ME12159P0	1872.516701	1514.148902	3386.665603
LU11554P0	1765.307302	1519.207814	3284.515116
LU5229P1	1856.436655	1871.936792	3728.373447
CR5058P1	1617.340643	1699.534692	3316.875335
MU12554P1	795.5923324	1437.195794	2232.788127
ME12158P0	1703.289648	2205.180311	3908.469959
CR3310P5	1587.728845	2279.680268	3867.409113
ME5281P1	817.7551115	2347.193001	3164.948113
LU6901P6	1647.963006	2399.131798	4047.094804
ME12138P1	1467.763872	1936.937022	3404.700893
PE16647P4	1390.299914	2734.109059	4124.408973
LU5258P2	1763.153168	1811.555635	3574.708803
CR11370P0	1786.630234	2011.990426	3798.62066
CR9256P4	1719.773558	1703.881152	3423.65471
AL5620P0	-675.7897532	1909.456001	1233.666248
ME12030P0	1856.738412	2347.924737	4204.66315
GA0095P5	1446.383804	2161.321256	3607.70506
CR2179P6	1292.242477	3259.233445	4551.475921
LU11772P0	1036.308803	2848.829009	3885.137812
OV5387P1	1728.117709	1606.572043	3334.689753
KI2389P5	1800.121253	2388.084774	4188.206027
CR3114P5	1723.339715	1986.607929	3709.947644
CV10909P1	1827.122764	2027.269916	3854.39268
CR6925P9	1735.439282	2059.172825	3794.612108
GA3102P5	1762.063548	2075.480154	3837.543702
PA2425P5	1535.066263	2171.943698	3707.009961
TH3032P2	1804.225328	2541.296626	4345.521954
CC6644P13	1345.840533	1196.368706	2542.209239
LU5210P3	1720.323648	1890.326823	3610.650471
ES11076P0	1773.421119	2158.445709	3931.866828
KI10110P0	1654.494256	1951.817692	3606.311948
CR15091P2	1603.161031	1819.054953	3422.215984
PA3137P6	1701.868321	2480.848658	4182.716979
LU5249P2	1434.313423	1073.220883	2507.534306
LU5238P2	1829.484014	1752.858378	3582.342393
SA5315P1	958.5815432	1921.082839	2879.664382
ES2411P6	1507.724647	1805.330293	3313.05494
PA13024P0	1726.874292	1981.362241	3708.236533
CR3566P4	1691.919379	2311.367876	4003.287255
SA10137P0	1649.280387	1755.609986	3404.890374
LU9342P4	1674.500035	2008.543709	3683.043744
GA9275P3	1824.111417	1943.7657	3767.877117
GA2103P3	1781.724216	2853.192335	4634.916551
ME12134P0	1793.72109	2177.61796	3971.33905
LI1099P4	973.4420456	1723.628508	2697.070553
CC1470P4	1556.868548	2629.007312	4185.87586
PA5362P1	1704.471868	1641.854949	3346.326817
LU5192P2	1758.833048	1949.769267	3708.602316
HN0607P8	1553.438467	2425.085357	3978.523825
PA13006P0	1714.641752	2630.406001	4345.047754
LU3133P5	1642.57452	2638.853895	4281.428415
AL5547P1	-497.861273	3165.835844	2667.974571
ME12049P4	1312.139382	2048.271455	3360.410837
GL6899P5	1642.732602	2329.705271	3972.437873
AL7445P3	-19.75011363	2994.323158	2974.573044
KI11444P1	1667.604903	1657.596124	3325.201027
ES6824P7	1856.654622	2164.357568	4021.01219
LI2893P5	1657.584922	2138.361051	3795.945973
LU5246P1	1474.672381	2053.307049	3527.97943
MU12589P0	1643.652624	2770.258139	4413.910763
LY6933P4	1160.454132	2454.407577	3614.861708
HN2626P3	1803.50185	1949.118232	3752.620081
CR6288P3	1921.870262	2028.13365	3950.003913
LU6921P11	1626.659401	2283.706516	3910.365918
CR9250P4	1508.745622	1898.100917	3406.846539
LU9339P4	1771.268242	2103.953934	3875.222176
HN2221P4	2063.210634	2581.764844	4644.975478
LI2169P4	997.0546837	2792.931231	3789.985915
SA10172P0	1433.210579	837.2564719	2270.467051
LU5155P3	1805.594192	2052.874615	3858.468807
GL11315P5	1513.862323	1686.188568	3200.050891
BN5470P0	1894.971589	1561.52053	3456.492119
LU5245P3	1715.819226	2135.961014	3851.78024
CR6254P4	1558.246344	1624.22501	3182.471354
SA4094P1	1104.253918	1608.414508	2712.668426
CR2627P10	1740.786187	2004.78637	3745.572557
ME14008P1	1747.088877	1818.721926	3565.810803
CR1564P11	1545.161888	2301.113777	3846.275665
LY6701P6	760.1639675	2853.780326	3613.944294
ES9291P4	1782.25094	2119.179607	3901.430547
LU1627P5	1498.574731	3259.899129	4758.473861
ME12039P0	1555.37743	1876.448466	3431.825896
LY2298P4	1449.625571	2546.903737	3996.529308
CR5063P1	1547.088809	1504.52213	3051.61094
LU11645P0	1675.583359	1848.684285	3524.267644
LU1144P6	1800.404309	1736.829836	3537.234145
CR0133P4	1965.190685	2308.971255	4274.161939
CR5051P1	1175.584977	1820.039174	2995.624151
PA9442P3	1291.713968	1868.074399	3159.788367
LU5409P1	1069.242041	1504.213178	2573.455219
ES3879P5	1512.843714	2207.782968	3720.626682
PA13009P0	1510.606717	2254.241786	3764.848503
PA1229P6	1815.580434	2069.186253	3884.766687
PA6263P7	1686.424008	1948.32114	3634.745147
LU1480P3	1149.408593	1014.729943	2164.138536
KI9310P4	1579.190469	2333.230854	3912.421323
PA2637P8	1470.301035	2362.170616	3832.471651
ES0042P6	1792.620736	2466.571762	4259.192499
ME12032P0	1382.940097	2428.250618	3811.190716
LU0038P5	1944.453413	2271.00593	4215.459344
LI1646P3	1633.192481	2286.377242	3919.569724
ES11069P0	1853.062981	2113.751372	3966.814353
LU6940P10	1978.740609	1808.037218	3786.777828
CR3406P0	1349.094606	2654.420054	4003.51466
LY6696P4	1537.023066	2189.511016	3726.534083
OV1365P3	1736.118943	1998.350414	3734.469357
HN3776P8	1516.364906	1840.639853	3357.004759
CC6609P6	1530.849116	1095.881621	2626.730736
HN2606P4	1719.431697	1800.349037	3519.780734
SA13305P0	1266.463468	1010.559385	2277.022853
ME14005P1	440.5223421	-122.5182547	318.0040874
ME11979P0	1578.165694	1944.73848	3522.904174
PA13049P0	1578.329058	1675.659975	3253.989033
CC6604P7	1535.095776	2773.603368	4308.699144
LU1116P3	1820.245757	2800.823229	4621.068986
MU12506P3	1617.806722	2165.834699	3783.641421
CR1574P5	1823.932025	2482.676584	4306.608609
XX2024P7	1755.750547	1727.561445	3483.311992
LU5272P1	1564.240626	2496.875833	4061.116459
BN2289P5	896.0263331	2292.336724	3188.363057
LU1901P6	1484.667493	2549.545824	4034.213317
HN5118P1	1522.779886	1451.642438	2974.422325
CR0024P3	1738.380785	1927.372775	3665.753559
LU5406P0	1325.470049	2501.377404	3826.847453
CV3407P8	1681.102151	2088.144013	3769.246164
SA13121P1	1249.353778	1704.212973	2953.56675
CR6452P15	1709.972812	1925.765125	3635.737937
ME12071P4	1593.107916	2028.735402	3621.843318
GA13718P2	1834.81337	2139.362727	3974.176097
LU5153P3	1721.716357	2028.356621	3750.072978
LU1147P3	1814.76107	2038.925185	3853.686255
CR5030P1	1796.082876	2034.207374	3830.290251
LU11870P0	1811.781015	1575.226615	3387.00763
AL5611P1	-530.5152061	2245.066011	1714.550805
LU5139P2	1130.463354	1915.729648	3046.193002
LU6905P7	1654.706498	1897.462389	3552.168887
LU0350P7	1808.066558	2065.749231	3873.815789
PA1194P5	1672.134966	2010.308271	3682.443237
ME12001P0	2064.666251	2153.795628	4218.461879
SA13452P0	1283.842917	1715.30184	2999.144757
AL5514P1	-304.7222592	3041.94475	2737.22249
OV9422P5	1712.839124	1938.671932	3651.511055
LU5213P2	1626.340136	1894.00539	3520.345526
CR3612P3	1719.317617	2648.650436	4367.968053
PA1198P7	1596.086382	2093.093554	3689.179937
AD10272P0	1329.461215	1286.228796	2615.690011
BN3816P6	1127.951514	2578.506622	3706.458136
PA9446P3	1109.463798	1795.882437	2905.346235
PA1178P6	1576.082521	3025.187162	4601.269683
GA0119P3	1751.846994	1784.807141	3536.654136
CR5046P1	1469.397034	1678.653256	3148.05029
HN5121P1	1620.687582	1948.522447	3569.210029
CV10250P2	1760.107367	1798.09538	3558.202747
BR5021P2	1671.398532	2089.325003	3760.723535
GS11341P0	1654.085245	2371.707363	4025.792609
HN2448P8	1923.111457	2341.812321	4264.923779
GA2140P5	1454.18996	1799.637848	3253.827808
GA6831P6	1745.882289	2344.855415	4090.737704
GA2192P4	1867.058214	2040.102255	3907.16047
SA10123P0	1548.181775	1728.295899	3276.477674
ME9393P2	1605.451932	2298.361071	3903.813002
MC0665P8	1900.795455	2176.717968	4077.513423
LU5200P1	1521.856484	2142.163089	3664.019573
CR5033P1	1742.230401	1619.007249	3361.23765
GA6832P5	1448.209449	2834.718341	4282.92779
SA10202P0	1452.242796	2438.047332	3890.290128
ME13974P1	1705.463748	2382.328986	4087.792734
LU13952P0	1821.117145	2277.217729	4098.334874
HN2167P5	1926.87469	2517.669695	4444.544386
CR6848P6	1528.443972	3081.999398	4610.44337
CR11486P1	1592.357951	1966.803013	3559.160964
CV1664P4	1834.53959	2223.425392	4057.964981
ME12052P0	1679.64497	2354.168308	4033.813278
CR2518P2	1629.84146	2960.760737	4590.602196
PA9445P4	1713.047436	2009.45573	3722.503167
SA13354P0	1113.424443	2717.45174	3830.876183
PA1357P2	1716.507192	2318.314322	4034.821514
LU5193P1	1621.115323	1750.482183	3371.597505
PA1322P4	1482.079429	1674.5926	3156.672029
ME5280P3	1766.139482	2025.188864	3791.328346
GS11342P0	1323.268934	891.5063519	2214.775286
ME12131P4	1761.77414	1974.834952	3736.609092
LU11842P0	1872.06565	2081.742924	3953.808574
LU5162P2	1685.002799	1450.02067	3135.023469
CR3105P5	1285.155873	2856.2882	4141.444073
GL11321P2	1860.299419	2272.161503	4132.460921
LU11836P0	1741.339012	2016.53676	3757.875772
ME12218P0	1726.206898	2731.230485	4457.437383
LU1155P1	1282.124711	1660.047454	2942.172165
ES0190P6	1723.532474	2189.993525	3913.525999
MU12764P0	1580.091852	1917.134423	3497.226275
LU6481P12	1454.690194	2138.002931	3592.693125
LU11636P0	1732.881493	2455.371187	4188.25268
LI1057P4	1644.879208	2503.780526	4148.659734
LI6708P3	1300.698916	2186.425018	3487.123934
CR2633P9	1742.281639	1909.54234	3651.823979
HN5111P8	1741.535437	2125.10559	3866.641027
ME13994P0	1438.128007	1874.886761	3313.014769
TH9294P2	1483.058056	2316.999312	3800.057368
PA0968P4	1671.871442	2036.879416	3708.750858
OV5301P1	1614.0778	1629.904305	3243.982105
ME13983P1	1269.488697	933.1753922	2202.66409
ME12150P1	1264.529772	2118.675086	3383.204859
KI10101P0	1822.232982	2214.743555	4036.976537
OV15576P0	1623.563695	2087.863904	3711.427599
LU6408P6	1807.19672	2494.244139	4301.440859
BN2287P3	1842.825667	1734.048042	3576.873709
LU5266P4	1857.454628	1716.062185	3573.516813
ME12179P1	1715.330539	1954.300242	3669.630781
AL7447P2	-362.2559273	2695.849693	2333.593766
LU2403P4	1735.894331	2016.357963	3752.252294
HN2579P10	1756.888198	2222.885247	3979.773445
GS11327P0	1285.782864	2225.145083	3510.927947
BR3058P4	1606.604901	1837.338853	3443.943753
SA10196P0	1707.094132	2332.095711	4039.189843
CR9268P6	1607.711571	1687.158536	3294.870107
LY3604P5	1103.491208	2306.921295	3410.412503
PA13026P0	1830.691925	1766.875959	3597.567884
ME12051P1	1760.610826	1800.3741	3560.984925
LY3786P6	1389.706226	1920.645763	3310.35199
LU5216P4	1771.274971	1623.186596	3394.461567
GA6806P7	1569.469096	1377.059128	2946.528224
PA6246P7	1442.84275	1109.465568	2552.308317
PA1644P6	1531.334891	1535.190272	3066.525163
PA1226P8	1684.310837	2607.471359	4291.782196
MC3464P7	1857.687083	1992.213038	3849.900121
ME12185P0	1976.680125	2111.763894	4088.444019
GA6889P8	1590.374481	2624.719297	4215.093777
PA1333P7	1291.240803	3242.496125	4533.736929
ES3892P1	1793.011521	2379.320371	4172.331891
CR5078P1	1453.719848	1655.093623	3108.813471
SA13187P3	1436.016792	2462.829448	3898.84624
CC6204P3	1630.370657	2670.875103	4301.24576
LU9334P2	1718.176954	2503.883717	4222.060671
CR6255P5	1742.152701	1905.865816	3648.018517
LU5214P0	2021.672273	2167.21477	4188.887043
ME12101P0	1616.865594	2061.398889	3678.264483
BR6695P7	1603.355705	1784.376872	3387.732577
BL9213P4	1806.296007	1657.724759	3464.020766
LU5148P5	1749.094672	1976.815787	3725.910458
LU5375P0	1878.748886	1518.50585	3397.254736
LU1379P4	1878.77498	2265.56362	4144.3386
CR1197P10	1673.762697	1420.05797	3093.820667
LU1219P4	1630.740575	2127.666695	3758.407269
LU1292P2	2020.221609	2272.061588	4292.283197
CR5025P0	1585.876698	2690.359107	4276.235805
LU6911P8	1634.430089	1905.7743	3540.204389
GA6817P9	1327.99165	2401.827549	3729.8192
CR6249P4	1741.734201	1799.437488	3541.171688
MT16036P1	1675.719844	1813.837151	3489.556995
GS5106P1	1200.639581	2678.575366	3879.214946
ME12215P1	1659.531199	2195.985556	3855.516755
LU11602P0	1960.030078	2137.239267	4097.269345
PA1221P7	1919.178312	2488.113099	4407.29141
CR5044P1	1741.554565	1768.34866	3509.903225
LU5371P0	1626.296479	1882.162335	3508.458814
MU12778P0	1868.07972	2012.918394	3880.998114
ME5285P6	1693.186679	1896.415001	3589.60168
CR5076P1	1403.452553	1502.393619	2905.846171
CR6721P5	1742.428094	1635.700938	3378.129031
CR5035P0	1118.983132	793.6968211	1912.679953
SA10134P0	1913.161956	1898.043191	3811.205147
SA5395P0	1890.167289	2398.670685	4288.837974
LU11685P0	1795.179299	1773.647463	3568.826761
LU6434P4	1741.368325	1959.449078	3700.817404
BN15385P4	1850.690713	2261.731744	4112.422457
LU11622P1	1569.179136	1950.115543	3519.29468
CR6804P9	1904.805896	1919.194567	3824.000463
SA4121P3	1305.026446	1936.327356	3241.353803
SA4196P0	1620.065431	1646.560889	3266.626321
UT3618P0	1539.491774	2525.420484	4064.912259
LU6409P3	1831.687417	1922.164081	3753.851498
CR9263P3	1728.821481	2074.62114	3803.442621
ME9390P3	1499.060693	1873.106266	3372.166958
LU6407P1	1604.086568	2920.878897	4524.965466
LI1005P4	1154.622547	2096.908158	3251.530705
ES3905P4	1587.913352	1548.635788	3136.54914
ES16021P1	1750.748959	1577.10089	3327.849849
ES11063P0	1185.833273	1170.756909	2356.590182
CR2525P2	1340.854175	2424.534849	3765.389025
HN5122P2	1687.969383	2242.428112	3930.397495
PA1233P3	1596.165245	2354.494546	3950.659791
CC6690P6	1646.730021	2026.382136	3673.112157
CR1245P3	1619.295844	1735.083711	3354.379555
SA3313P3	1571.722894	1993.021446	3564.74434
ME14011P1	1867.210563	2490.268194	4357.478757
HN0626P5	1965.617114	2606.929287	4572.5464
ES6470P8	1578.272218	1991.757705	3570.029923
BN2287P23	1625.420876	2783.322471	4408.743347
BL3338P8	1654.397462	1871.693014	3526.090476
PA1265P8	1606.356897	1594.969735	3201.326631
MU12596P0	1750.845049	1945.844722	3696.689771
LI6680P6	1792.386723	2205.978293	3998.365016
BR10027P0	2036.473933	1428.989007	3465.46294
CR6457P11	1515.463653	1946.226602	3461.690256
CR0245P14	1835.531355	2097.996207	3933.527562
