NAME	Cancer	StromalScore	ImmuneScore	ESTIMATEScore
CR15339P3	CR	-537.4347593	-134.0309787	-671.4657381
BL5384P1	BL	-2087.561497	-973.6448737	-3061.206371
ME13974P1	ME	-1124.066061	-582.5410916	-1706.607152
BN6304P4	BN	305.4505626	-135.9211068	169.5294557
ME11978P1	ME	-1343.99786	-310.3750433	-1654.372903
CR1795P3	CR	-1870.648471	-1561.393981	-3432.042452
OV15398P0	OV	719.3460337	1238.286251	1957.632285
UT5321P2	UT	-1236.713384	-368.4583646	-1605.171749
CR1634P3	CR	599.166736	777.3219458	1376.488682
ME3332P4	ME	-842.9218797	-671.4225649	-1514.344445
SA10245P0	SA	224.9311312	-310.315845	-85.38471384
ME12098P0	ME	-1267.251613	-622.019992	-1889.271605
ME12037P0	ME	-411.7168069	-113.8654093	-525.5822162
PA3065P6	PA	-345.4563815	768.6233025	423.166921
CR6248P6	CR	-1037.459826	215.812562	-821.6472636
CR2524P4	CR	-1894.855712	-650.1158594	-2544.971571
PA6230P5	PA	-1111.426592	-456.2869918	-1567.713584
CR2520P5	CR	-1121.635581	-471.6024931	-1593.238074
CR2506P3	CR	-607.8879788	215.6310304	-392.2569485
CR5032P1	CR	-1838.562516	-935.7583561	-2774.320872
CR3595P2	CR	-1231.653036	-741.0862917	-1972.739328
GS11339P0	GS	-245.0372348	-108.8368125	-353.8740473
ME12220P0	ME	-750.9239211	-590.4452737	-1341.369195
ME12052P0	ME	-1210.449796	-301.6602281	-1512.110025
LI1004P4	LI	-658.1550295	104.4125196	-553.7425099
LI6716P4	LI	-1076.41865	-445.6608378	-1522.079488
ME12179P1	ME	-649.9936534	76.89441438	-573.099239
GA0098P5	GA	-412.6485696	292.7805297	-119.86804
CR6249P4	CR	-1080.377788	-483.9281287	-1564.305916
ES0168P6	ES	-1037.625794	-339.5813	-1377.207094
CR9268P6	CR	-1248.000656	-479.2232992	-1727.223955
BN2287P3	BN	-713.8877459	-560.8680295	-1274.755775
CR3078P5	CR	-80.16663159	439.9141647	359.7475331
PR6513P2	PR	-776.3664664	-727.0601158	-1503.426582
SA13284P0	SA	231.2356708	-845.0537334	-613.8180626
SA0319P5	SA	-182.5421341	-1343.889361	-1526.431495
ME13990P2	ME	-279.0018097	-2.873395939	-281.8752056
HN1972P4	HN	-244.7126966	1034.905284	790.1925874
CR6218P3	CR	-898.2398246	280.3863697	-617.853455
GA3158P4	GA	-602.142052	-239.0903744	-841.2324264
CR6629P3	CR	462.7969719	513.26072	976.0576919
ME13993P1	ME	-437.2317735	145.6218016	-291.6099718
ES3863P2	ES	-1292.653198	-172.015457	-1464.668655
BR10607P0	BR	-1675.98271	-869.9328376	-2545.915547
LI6293P6	LI	-1180.781592	-365.3363269	-1546.117919
CR2084P4	CR	-342.0411562	349.0279598	6.986803614
ME12044P1	ME	-1237.47593	-670.1820475	-1907.657978
PA5131P2	PA	-189.5180917	258.7926467	69.27455494
SA16052P1	SA	797.1228161	935.7090406	1732.831857
OV13950P0	OV	-1549.160769	-220.5538109	-1769.71458
ME12217P0	ME	-1121.959887	70.78161594	-1051.178272
ME12095P0	ME	227.0904782	127.0223556	354.1128338
GA6211P4	GA	-807.3348608	-253.0846302	-1060.419491
CR6257P5	CR	-1349.709515	-444.8349815	-1794.544496
ME12138P1	ME	-1010.284654	-510.0166448	-1520.301299
CR3278P3	CR	-192.5414923	992.2270567	799.6855644
OV5387P1	OV	-737.6382518	-374.5562721	-1112.194524
AD0344P5	AD	-847.2215524	-356.0406846	-1203.262237
CC11307P0	CC	-428.0011734	-246.5304885	-674.531662
CR6255P5	CR	-1219.658215	-347.1512628	-1566.809478
KI2407P6	KI	300.8343961	552.3953632	853.2297593
GA6810P6	GA	454.3331471	1463.337075	1917.670222
CR6250P6	CR	-1193.743596	-397.6185879	-1591.362184
SA3313P3	SA	-496.5421265	-470.7192324	-967.2613589
ME12170P0	ME	-1005.510413	-289.6087277	-1295.119141
HN3711P2	HN	-1440.641583	-730.0293129	-2170.670896
ME12222P1	ME	-341.5423645	229.0912747	-112.4510897
GA13750P4	GA	-1410.449189	-475.4870387	-1885.936228
ME12117P1	ME	-1305.437797	-899.679554	-2205.117351
OV1658P5	OV	-885.9131172	-962.6346443	-1848.547762
ES0195P5	ES	-364.7501011	682.9509536	318.2008525
CR3444P8	CR	-1113.639218	-210.2482734	-1323.887492
OV9421P4	OV	-222.3837076	455.267759	232.8840513
HN9280P3	HN	-745.4382605	415.1073136	-330.3309469
SA10941P1	SA	-866.5363586	-66.67450365	-933.2108623
ME12067P0	ME	-153.2684537	139.1653185	-14.10313522
ES2411P6	ES	-2009.904721	-1490.493129	-3500.39785
CV3633P6	CV	-1057.479314	-493.6032302	-1551.082544
OV2026P5	OV	-1406.439784	-830.2296941	-2236.669478
BR6698P9	BR	-539.446103	2605.901233	2066.45513
GA6836P8	GA	-982.3080484	-302.7824946	-1285.090543
UT3759P5	UT	-1644.365635	-552.4497169	-2196.815352
CV5105P1	CV	-1478.980198	-1557.14384	-3036.124038
LI6665P5	LI	-1271.398476	-314.3064186	-1585.704894
HN2447P5	HN	-577.8843885	-86.04452271	-663.9289112
UT5317P1	UT	-729.010025	-446.1405771	-1175.150602
CR6226P6	CR	-1764.553405	-889.2995451	-2653.85295
HN2579P10	HN	-191.8310283	301.9620059	110.1309776
BN0769P6	BN	-238.2450485	466.7950889	228.5500405
CR3107P5	CR	-1672.875545	-753.9803069	-2426.855852
LY12966P5	LY	-762.2584714	1958.042156	1195.783684
OV0243P4	OV	-1595.283135	-963.9671366	-2559.250272
PA0372P4	PA	-1027.595476	390.938894	-636.6565818
PA9445P4	PA	19.78996094	674.3937288	694.1836897
BL9214P2	BL	-1001.540972	-377.2628227	-1378.803795
MC1392P5	MC	795.6236331	1147.436234	1943.059867
CR0193P5	CR	-1648.923227	-584.1425839	-2233.065811
LI6664P5	LI	-117.2531731	1066.250819	948.997646
CR6254P4	CR	-1050.345733	-405.6423853	-1455.988118
LI6671P5	LI	-1590.923925	-1043.310503	-2634.234428
PA4007P2	PA	715.9121551	760.4947523	1476.406907
GA13757P2	GA	1318.829784	1587.371289	2906.201073
GA6821P7	GA	-1476.735892	-671.5223083	-2148.258201
PA3023P4	PA	-198.4104815	77.94407257	-120.4664089
GA6877P6	GA	-827.9943866	291.8316937	-536.1626929
PA1336P3	PA	-329.0788599	574.9389069	245.860047
CR5067P2	CR	-1432.477565	-544.0952123	-1976.572778
BR9479P5	BR	-992.1732238	-753.4606289	-1745.633853
CR1231P4	CR	-1201.296717	-248.4592272	-1449.755944
ME12049P4	ME	-1030.365395	-770.2389698	-1800.604365
HN2621P4	HN	-1449.301787	-98.44563093	-1547.747418
PA5403P0	PA	15.30397415	1012.215754	1027.519728
ES3875P4	ES	-1034.60675	-341.0274898	-1375.63424
TE3357P3	TE	-649.9261767	-83.37244532	-733.2986221
LI6710P7	LI	-445.6043563	238.7176965	-206.8866598
LI1025P5	LI	-1220.941193	-775.4258529	-1996.367046
BN4030P2	BN	-1835.147024	-1036.311453	-2871.458478
GA6869P7	GA	-406.562074	-132.6971841	-539.259258
PA1644P6	PA	-151.3029426	45.72312757	-105.5798151
GL1208P8	GL	10.75257573	620.1566494	630.9092251
CR1305P6	CR	-1557.182537	-661.3966101	-2218.579147
LI6692P7	LI	-2136.811147	-1637.172591	-3773.983738
BR9466P8	BR	-1138.427465	-782.9971379	-1921.424603
GA0138P4	GA	-1669.094527	-1339.383468	-3008.477995
BN9222P5	BN	59.53314158	-600.7647704	-541.2316289
PA1266P5	PA	334.3609996	514.8124455	849.1734451
ME12134P0	ME	-855.1670491	-334.58684	-1189.753889
OV0273P5	OV	-1045.84025	-572.3126884	-1618.152938
HN3456P2	HN	152.4196577	1634.482285	1786.901942
KI0551P6	KI	-458.9667588	-38.99236536	-497.9591241
CR0126P9	CR	243.71687	598.0607904	841.7776604
CR2531P4	CR	-836.91632	-313.3803394	-1150.296659
PA3006P7	PA	-995.8158241	398.6119268	-597.2038973
KI9307P5	KI	-23.25350797	153.728954	130.475446
CR2665P5	CR	-643.6950669	167.2471515	-476.4479154
HN5124P1	HN	-1391.69608	-55.96101767	-1447.657098
HN3776P8	HN	-892.6370903	-325.8508462	-1218.487936
HN2615P4	HN	-1194.206169	-306.1438537	-1500.350023
GA6239P5	GA	-1782.564173	-446.1043777	-2228.668551
KI11421P5	KI	446.312467	488.4159711	934.7284381
ES3862P4	ES	-1640.793967	-1026.160839	-2666.954806
UT3705P6	UT	-471.7938689	-7.385400878	-479.1792698
ME12088P1	ME	-1258.186503	-1212.634308	-2470.820811
SA10166P0	SA	335.2588413	-44.61707587	290.6417654
LI1098P6	LI	-762.4263639	409.8021199	-352.6242441
SA10151P0	SA	-963.6511352	-808.0012228	-1771.652358
BR10607P2	BR	-1399.295869	-434.64781	-1833.943679
CR5030P1	CR	-654.5364321	-73.16346026	-727.6998923
GA0095P5	GA	-1004.904916	-161.830209	-1166.735125
CR2047P7	CR	-1256.017236	-212.1183569	-1468.135593
CR11482P0	CR	-1768.766862	-493.8735372	-2262.640399
GA6844P5	GA	-753.4635008	29.63401382	-723.829487
ME9394P2	ME	-928.9883427	-98.670415	-1027.658758
LI6687P3	LI	-2047.330802	-1398.137142	-3445.467944
PA1360P5	PA	-51.05186346	724.3561035	673.3042401
GL0720P5	GL	-587.2380919	-139.4654286	-726.7035205
CV13641P2	CV	-1306.062654	-474.9034454	-1780.9661
HN3796P5	HN	-844.1257735	-359.1918787	-1203.317652
PA0968P4	PA	-342.8148619	146.8874557	-195.9274062
BN4027P1	BN	-543.4016016	-989.18479	-1532.586392
GA0031P5	GA	-1207.811941	-463.9580789	-1671.77002
SA13187P3	SA	-988.1503524	98.94639338	-889.203959
SA12066P0	SA	241.8155129	896.4815958	1138.297109
ME12122P0	ME	-1189.393001	-857.0703087	-2046.46331
ME11995P1	ME	-1525.43692	-549.1080465	-2074.544967
CR6223P6	CR	-892.2057126	-302.2099688	-1194.415681
BR10564P0	BR	-650.8566098	-257.8969993	-908.7536091
ME12167P3	ME	-1336.542529	-781.4032122	-2117.945741
LI2800P1	LI	-859.1761238	-244.4118505	-1103.587974
ES11069P0	ES	142.5994061	611.7973315	754.3967376
LI6296P4	LI	-1410.803305	-625.9486314	-2036.751937
CR0231P5	CR	-359.1522176	-76.20358779	-435.3558054
ME14010P1	ME	-1455.993868	-951.1752458	-2407.169114
ME12153P1	ME	-357.0626991	-396.8210537	-753.8837528
PA13039P1	PA	-108.3974567	177.7996376	69.40218088
LY3604P5	LY	-1117.204884	1937.975628	820.7707443
GA6897P8	GA	-2393.232014	-1514.244527	-3907.476541
KI2432P8	KI	-700.4950212	17.04789301	-683.4471282
CR3594P2	CR	-711.3098876	-328.3778585	-1039.687746
CR3547P2	CR	-80.41374379	975.5442256	895.1304818
ME5282P0	ME	-1356.529538	-1172.462981	-2528.992519
BN15385P4	BN	-986.4631697	-575.9251413	-1562.388311
GA3341P2	GA	-1115.570835	-386.1846969	-1501.755532
CR2506P7	CR	-831.2787749	-246.4827258	-1077.761501
ME5285P6	ME	-1724.059956	-944.9110229	-2668.970979
HN2590P4	HN	-802.2667454	-285.1851544	-1087.4519
BN2289P25	BN	-1739.720663	-1441.239594	-3180.960257
GA2101P2	GA	-654.8193018	-369.9237087	-1024.74301
ME12223P0	ME	-1151.569368	-863.3869583	-2014.956326
GA0114P2	GA	-1096.51874	-177.0246144	-1273.543355
OV13609P1	OV	-466.3773989	-694.225024	-1160.602423
ME12047P2	ME	-552.9667816	-772.6455839	-1325.612366
HN3712P6	HN	-346.9633472	-1.75614353	-348.7194907
HN3530P3	HN	-1532.453531	-967.6507016	-2500.104233
CR2408P4	CR	-1499.74761	-1192.791336	-2692.538945
HN1774P3	HN	492.2521962	408.8307696	901.0829658
SA10157P0	SA	5.049062537	1040.41949	1045.468552
ME11974P1	ME	-720.0518025	-93.86900285	-813.9208054
SA4028P2	SA	327.5751435	-111.4259875	216.149156
ME9395P2	ME	-1562.39358	-987.9392149	-2550.332795
ME12001P0	ME	-540.504999	-77.60819171	-618.1131907
ES2263P5	ES	-1495.378985	-1004.803981	-2500.182966
CR1801P7	CR	-475.6143277	500.8434865	25.22915876
UT5326P1	UT	-743.300331	-349.110677	-1092.411008
KI2367P9	KI	-111.0619826	-1.823931986	-112.8859146
HN2170P8	HN	-1526.927448	-1171.227808	-2698.155256
LI6677P6	LI	-1291.119858	-674.1021607	-1965.222019
BN6300P6	BN	-900.5258628	-125.1060135	-1025.631876
CR15057P5	CR	-430.3493213	419.5738078	-10.77551354
OV15727P1	OV	-1094.835464	-718.1850525	-1813.020516
ME12221P0	ME	-896.6927737	-67.30011691	-963.9928906
ME14017P1	ME	-773.3266839	-887.397148	-1660.723832
ME12164P5	ME	-1205.164483	-883.7650013	-2088.929484
OV15612P0	OV	-1424.728828	-1271.346712	-2696.075539
ES3867P4	ES	-1644.659317	-974.8251662	-2619.484483
ME12084P1	ME	-1826.777733	-1072.154084	-2898.931817
GA6815P8	GA	-619.0908367	-389.5451022	-1008.635939
SA3849P5	SA	-202.7354731	-195.2343612	-397.9698342
OV5390P0	OV	-1035.106521	-929.6371622	-1964.743683
CR3279P3	CR	-454.6745936	82.29605699	-372.3785366
ES10084P0	ES	540.3288211	690.1388468	1230.467668
CV1802P2	CV	-1350.752588	89.76976533	-1260.982823
MU12764P0	MU	40.86881709	-832.4812298	-791.6124127
LI0801P5	LI	-312.8525731	657.0898121	344.237239
HN2576P14	HN	-846.8121262	-359.0440382	-1205.856164
ES0189P5	ES	-711.1241426	299.8528042	-411.2713384
ME12151P3	ME	-1031.962622	-331.097054	-1363.059676
CR3151P4	CR	-885.4769267	-194.4779472	-1079.954874
OV14972P1	OV	28.54638176	95.88474634	124.4311281
SA4134P1	SA	-1218.184448	-1324.499928	-2542.684376
CC6279P6	CC	-693.2399849	-54.85853916	-748.0985241
ME14014P0	ME	-455.1436728	-164.996491	-620.1401639
CR5066P1	CR	-1170.277543	-527.0630317	-1697.340575
CR1520P3	CR	-1286.834112	-768.0152394	-2054.849352
PA1194P5	PA	-1074.013137	-143.1912243	-1217.204361
CR11374P3	CR	-1297.267249	-926.2420963	-2223.509345
KI9316P3	KI	-1035.543841	-240.4007009	-1275.944542
ME9389P2	ME	-710.7930686	77.35563167	-633.4374369
BN2338P4	BN	-1515.545128	-1315.894891	-2831.440019
ES11072P0	ES	539.3368995	265.9400873	805.2769868
PA1383P4	PA	-625.2286721	-79.23204754	-704.4607196
SA12063P1	SA	-1174.402923	-606.6379519	-1781.040875
ME12155P0	ME	-938.065951	-667.2076306	-1605.273582
ME11972P1	ME	-1573.480152	-811.7815469	-2385.261699
LI6650P8	LI	-1661.951273	-997.1662355	-2659.117509
HN3412P7	HN	-491.4087175	-550.7335843	-1042.142302
CR1564P11	CR	-1320.520137	-197.3859086	-1517.906045
ME12006P0	ME	-1636.441124	-880.7009767	-2517.1421
LY2345P3	LY	-125.6360335	2747.079336	2621.443303
CR14838P1	CR	-1498.695595	-673.6001242	-2172.295719
CR1245P3	CR	-1891.197029	-686.441526	-2577.638555
CR5100P0	CR	176.9024252	551.6041728	728.506598
SA13375P0	SA	501.7338709	148.548419	650.2822898
CR5087P1	CR	-1028.100494	-466.8333562	-1494.93385
BN2276P4	BN	-1271.656954	-891.8700555	-2163.52701
ME14008P1	ME	-969.2397401	-864.4923691	-1833.732109
ME12142P1	ME	-1290.046683	-791.1967788	-2081.243461
GL11321P2	GL	-894.1979241	755.0416542	-139.15627
BN2289P5	BN	-1928.414806	-1287.360397	-3215.775203
SA10199P0	SA	453.9935426	466.6567549	920.6502975
HN5116P0	HN	-122.4504785	142.0740971	19.62361865
CR0150P5	CR	-588.9252186	-184.1033316	-773.0285502
LI6708P3	LI	-1306.456031	-491.8787777	-1798.334808
CR2556P8	CR	-1595.311943	-814.1497937	-2409.461736
CV2320P5	CV	-989.9699966	-703.9542525	-1693.924249
GA6275P5	GA	-387.3267037	388.1581535	0.831449791
OV6308P8	OV	-963.475092	389.5156345	-573.9594574
PA6247P7	PA	-439.0928181	-258.0008153	-697.0936334
LY3071P3	LY	368.459262	2999.836651	3368.295913
LI6611P9	LI	-1070.142697	-214.9185746	-1285.061271
ME11987P0	ME	-685.6463267	-211.1178018	-896.7641285
CR6287P3	CR	337.4634285	979.8102544	1317.273683
ME12094P0	ME	-1029.346731	-1559.575997	-2588.922728
CR6221P5	CR	-500.3345409	120.2634148	-380.0711261
SA10242P0	SA	415.8754113	90.79270884	506.6681202
ME9384P3	ME	-957.8085459	-329.951764	-1287.76031
LI6659P5	LI	-1992.640794	-1287.044271	-3279.685065
ME12147P0	ME	-1514.50837	-1093.101134	-2607.609505
PA9453P4	PA	-582.8233451	-261.4620222	-844.2853673
CR2516P3	CR	-1743.412972	-754.8214651	-2498.234437
OV5287P1	OV	-501.712199	-21.97441153	-523.6866105
LI6691P6	LI	200.6178249	724.4044818	925.0223067
CR6927P5	CR	-474.3051412	1424.526006	950.2208647
ES16021P1	ES	-1598.188043	-1223.015308	-2821.203351
PA1178P6	PA	60.83277645	1397.258695	1458.091471
CR14927P3	CR	-1361.526624	-630.1103427	-1991.636967
HN1420P5	HN	-1711.04613	-524.4674718	-2235.513602
HN3067P5	HN	-1275.721942	-552.5811723	-1828.303115
ME12148P1	ME	-1511.921063	-1094.917914	-2606.838977
CC6638P7	CC	-537.6834401	-119.6631112	-657.3465514
ME1154P5	ME	-1561.905142	-487.0216245	-2048.926766
ES3904P1	ES	-294.3555827	170.8924666	-123.4631162
ME5285P1	ME	-719.3148838	-682.7898419	-1402.104726
ES11088P2	ES	60.71987815	497.63048	558.3503581
LI1068P5	LI	-930.0044005	-250.2438383	-1180.248239
ME12177P0	ME	-903.4540774	-536.7128942	-1440.166972
ME12137P1	ME	-729.6594961	-360.8508606	-1090.510357
CR6453P20	CR	-1629.792359	-375.6473384	-2005.439697
SA2466P0	SA	-630.4058522	-1037.820408	-1668.22626
HN3792P7	HN	-1025.765073	-624.5812939	-1650.346367
ES3905P4	ES	-767.7341168	-217.4603055	-985.1944224
PA6231P3	PA	1048.401268	1578.074603	2626.475871
ME12075P0	ME	-723.6553913	-401.5495681	-1125.204959
PA13946P0	PA	468.1364931	720.7656767	1188.90217
OV2027P8	OV	-958.3266884	-1090.071365	-2048.398053
BR9494P6	BR	-1409.820597	-317.2914436	-1727.112041
KI2552P5	KI	151.7471758	661.8090751	813.5562509
SA5396P0	SA	-101.9725219	-144.8813073	-246.8538292
PA2410P6	PA	-1961.506254	-435.5566103	-2397.062865
ES0148P3	ES	-1910.010741	-1217.391778	-3127.402519
BR10014P0	BR	-1061.437568	-624.4752428	-1685.91281
CR9242P3	CR	-1033.97432	-223.9238238	-1257.898144
PA9452P3	PA	215.9933576	704.1540862	920.1474437
BN6303P3	BN	-1812.735165	-1471.412277	-3284.147441
LY6696P4	LY	275.9993209	2813.734554	3089.733875
CR4004P1	CR	-2135.325725	-770.6990171	-2906.024742
CR5055P1	CR	-1213.305964	-551.1116226	-1764.417587
BR9234P4	BR	-1692.013782	-682.3499228	-2374.363705
GA2148P4	GA	-306.4397064	635.1305422	328.6908358
SA1340P1	SA	-223.9064941	-305.4191295	-529.3256236
CR5093P1	CR	-884.2557782	-347.6360399	-1231.891818
ME12214P0	ME	-672.6304403	-1097.262735	-1769.893175
CR2814P3	CR	-104.6371937	472.9328742	368.2956806
SA3841P9	SA	-850.8770457	-598.7459366	-1449.622982
ES0214P4	ES	-1118.628146	-116.6209521	-1235.249098
CR3235P4	CR	-788.4867204	-52.44046885	-840.9271893
ME12085P5	ME	-1088.363405	-723.91002	-1812.273425
HN2167P5	HN	-742.6042246	273.8357438	-468.7684809
SA13302P3	SA	-540.2462475	-797.4830784	-1337.729326
HN3533P6	HN	-1192.946402	125.0340089	-1067.912393
CR2161P2	CR	-1324.392801	-758.9088975	-2083.301698
ME12113P2	ME	-1037.42179	-878.7641812	-1916.185971
PA1457P4	PA	447.1609524	867.6119668	1314.772919
ES9279P3	ES	-249.2132388	-46.7216096	-295.9348484
HN2448P8	HN	-587.3857513	262.6087332	-324.7770181
LI1097P6	LI	-294.7070842	-413.2900222	-707.9971064
OV2015P5	OV	-945.013286	-819.7862318	-1764.799518
CR5052P1	CR	-1998.133237	-783.326383	-2781.45962
LY2264P2	LY	-106.6385964	2479.781888	2373.143292
LY1487P2	LY	609.2058426	2929.943642	3539.149484
HN3674P6	HN	-319.3441844	498.9403817	179.5961974
HN3536P5	HN	-1321.615796	-346.0808541	-1667.69665
OV3596P6	OV	-17.06743763	443.9182699	426.8508323
GA6866P8	GA	-1000.546104	-91.59568658	-1092.14179
BN13331P0	BN	-150.1461097	-910.8665246	-1061.012634
ME12024P0	ME	-1493.985083	-1209.363629	-2703.348712
CR14911P1	CR	-523.2504947	-5.674994654	-528.9254893
GA6831P6	GA	-327.6929294	439.6045519	111.9116225
CR5089P2	CR	-1081.519931	-287.0747418	-1368.594673
CR6252P6	CR	-774.2101707	46.11908961	-728.091081
CV3649P9	CV	-253.0793999	733.5285263	480.4491264
LY2324P2	LY	1204.871909	2921.743692	4126.615601
BN2331P2	BN	-752.1298281	-850.8103795	-1602.940208
ME5284P1	ME	-1224.172509	-885.7332851	-2109.905794
OV1327P6	OV	-1957.734097	-1041.740142	-2999.474238
LI1058P7	LI	131.9989619	781.5012085	913.5001704
PA1222P6	PA	-139.8051041	814.5913693	674.7862652
LI6601P10	LI	-587.5583958	715.5326764	127.9742806
CC6639P3	CC	-98.25358279	-53.65987608	-151.9134589
BR5023P0	BR	-892.1756177	-1272.977714	-2165.153331
SA4113P3	SA	1661.732729	1255.262475	2916.995204
LI6280P6	LI	-263.3627557	1658.080474	1394.717718
ES3874P2	ES	425.1165495	2901.797328	3326.913878
TH9294P2	TH	522.015526	626.698746	1148.714272
CR14912P1	CR	181.1383586	819.823984	1000.962343
PA0527P7	PA	-90.30032177	347.1210879	256.8207661
ME12119P0	ME	-564.5741539	-176.1844691	-740.7586229
CR2285P9	CR	-2020.156291	-892.2356799	-2912.391971
ES0191P4	ES	-1488.618567	-402.2149696	-1890.833537
LY6931P7	LY	-551.7490921	1467.334871	915.5857791
ME9370P5	ME	-1565.303889	-913.8653199	-2479.169209
PA1265P8	PA	-1079.944246	32.02128114	-1047.922965
ME3608P2	ME	-743.2111845	-204.7698466	-947.9810311
BR10540P0	BR	-437.2399181	-60.485471	-497.7253891
PA1413P6	PA	464.8223163	1164.342753	1629.16507
CC6625P8	CC	-694.248539	-157.4611073	-851.7096463
CR6310P3	CR	-2237.055565	-635.8234553	-2872.87902
SA4008P3	SA	243.5406857	20.43487987	263.9755656
CR5046P1	CR	-1836.153154	-828.6003698	-2664.753524
MC3603P7	MC	-489.1025757	-232.1204971	-721.2230728
TH1442P4	TH	-1693.075847	-608.2061491	-2301.281996
ES0159P5	ES	-1125.876714	-232.9538188	-1358.830533
LY3654P3	LY	200.6400839	3165.961768	3366.601852
CR15303P3	CR	-1396.717148	-763.569933	-2160.287081
CV10953P4	CV	-105.4039827	26.84741449	-78.55656823
GA13739P0	GA	-722.893455	193.5699923	-529.3234627
CR3211P7	CR	7.192079464	169.1640506	176.3561301
SA4128P0	SA	499.2520635	766.159798	1265.411862
CV14776P2	CV	-843.2331829	-676.1336051	-1519.366788
BR5022P2	BR	-1428.43475	-1045.765838	-2474.200588
CR3424P9	CR	-1156.39559	-431.6951695	-1588.09076
ES11087P0	ES	66.64045148	-123.885624	-57.24517251
GL3014P4	GL	-487.8724236	110.2641447	-377.6082789
CR15630P0	CR	-213.976069	510.5238847	296.5478157
PA9450P3	PA	-252.4889354	393.0969706	140.6080351
SA16043P0	SA	-156.7542967	-324.0584323	-480.812729
OV3708P7	OV	-676.6919314	-356.2020129	-1032.893944
HN2599P7	HN	-373.716223	448.4759666	74.75974363
CR5030P5	CR	-1292.192598	-163.5984002	-1455.790998
OV9423P3	OV	-171.0443684	309.9027566	138.8583881
ME12168P1	ME	-304.8802031	-129.186008	-434.0662111
PA6246P7	PA	-951.5961694	-585.7973927	-1537.393562
LI6306P7	LI	-1052.211934	-21.67556873	-1073.887503
CR5033P6	CR	-2049.026453	-849.500021	-2898.526474
GA6828P5	GA	-441.6118894	367.2736681	-74.33822133
GA0091P10	GA	-1177.36876	-548.9540283	-1726.322788
ME9382P3	ME	-994.9169916	-663.903416	-1658.820408
GA0046P4	GA	-599.6237301	-270.7967171	-870.4204473
CR6249P5	CR	-1597.67301	-596.3217027	-2193.994713
CR6455P13	CR	-2322.284575	-675.0120281	-2997.296604
ES9291P4	ES	1060.124633	1414.070036	2474.194669
SA4109P0	SA	41.28189867	245.782659	287.0645577
CV3567P6	CV	-226.1341525	468.9604102	242.8262578
SA0271P4	SA	-112.6578277	-197.7253162	-310.3831439
LY2301P2	LY	114.4305614	2938.167237	3052.597799
ES3894P5	ES	313.8754888	272.9410463	586.8165351
MU12527P0	MU	-1429.77701	-1188.070128	-2617.847138
PA6265P4	PA	-318.0123013	783.1191771	465.1068758
MC1454P7	MC	-2155.96696	-876.3118481	-3032.278809
PA3013P3	PA	93.3875864	769.0669868	862.4545732
CC9326P3	CC	-1015.778931	-574.778485	-1590.557416
LI1035P6	LI	-990.2479982	-1075.150987	-2065.398985
ME12046P0	ME	-1038.859407	-165.5511346	-1204.410542
ES11079P0	ES	-741.1380507	-512.9625649	-1254.100616
LY3786P6	LY	260.3738099	2457.812069	2718.185879
CC6609P6	CC	-689.0819613	-428.488286	-1117.570247
OV1272P4	OV	-223.6542252	632.1749698	408.5207446
CR1207P3	CR	-2081.869324	-1208.958525	-3290.827849
CR15788P3	CR	-656.4100242	143.5366756	-512.8733486
ME12050P0	ME	-1264.347174	-895.2103071	-2159.557481
GL0608P4	GL	-967.4580922	-359.0176941	-1326.475786
ME12065P1	ME	-524.3519449	-306.9687485	-831.3206934
CR2828P7	CR	-1451.820303	-753.0784477	-2204.898751
CC6679P5	CC	-188.7081657	257.6028911	68.89472537
CR5029P1	CR	-556.3544556	-344.4725139	-900.8269695
LI6297P4	LI	-1013.643944	-534.4866383	-1548.130582
KI2479P5	KI	-1359.937186	-548.1854318	-1908.122618
CC6644P13	CC	-1901.8042	-1304.681789	-3206.485989
SA13306P2	SA	276.3721605	82.25002325	358.6221838
PA2021P6	PA	-1126.277691	-361.9340066	-1488.211698
OV15841P3	OV	-1296.275447	-906.5626363	-2202.838084
SA13290P3	SA	-1392.815831	-851.9373822	-2244.753214
PA5313P4	PA	638.5460821	612.4916673	1251.037749
ME12057P1	ME	-624.399127	-520.1119216	-1144.511049
HN0635P5	HN	-360.7213864	-182.1252468	-542.8466332
PA9442P3	PA	14.68373995	910.6143827	925.2981227
ME14005P1	ME	-437.9504446	-780.1980692	-1218.148514
LY2104P4	LY	247.9892703	2987.568164	3235.557435
CR1742P2	CR	25.38649058	545.7164924	571.102983
CR2054P3	CR	-370.7447569	554.4193901	183.6746331
GA6812P5	GA	-119.8376986	-80.69831356	-200.5360121
ME5286P1	ME	-1428.753733	-1012.940009	-2441.693742
SA4227P1	SA	-95.75362268	-640.051558	-735.8051807
ME13983P1	ME	23.20004459	-401.8101461	-378.6101015
ME12039P0	ME	-1445.135515	-484.7133674	-1929.848883
LI6660P6	LI	-498.1521987	213.8645283	-284.2876705
CR6229P6	CR	-1563.197069	-526.5255634	-2089.722632
CC6724P3	CC	-151.4776035	409.0749088	257.5973053
CR6805P9	CR	-2077.981831	-832.731952	-2910.713783
OV1396P5	OV	-650.1573074	230.8566864	-419.300621
BR5011P2	BR	-1742.426036	-988.9947315	-2731.420768
KI9310P4	KI	-2013.400996	-990.1624506	-3003.563447
GA3155P3	GA	-1243.464291	-813.0026242	-2056.466915
