sample	TCGA-project	ABSOLUTE_Locallo2019
TCGA-BH-A0BQ-01	BRCA	0.21
TCGA-BH-A0BT-01	BRCA	0.65
TCGA-BH-A0BV-01	BRCA	0.54
TCGA-BH-A0BW-01	BRCA	0.52
TCGA-BH-A0C0-01	BRCA	0.67
TCGA-BH-A0C7-01	BRCA	0.43
TCGA-BH-A0DE-01	BRCA	0.53
TCGA-BH-A0DG-01	BRCA	0.4
TCGA-BH-A0DH-01	BRCA	0.58
TCGA-BH-A0DI-01	BRCA	0.31
TCGA-BH-A0DK-01	BRCA	0.37
TCGA-BH-A0DL-01	BRCA	0.39
TCGA-BH-A0DQ-01	BRCA	0.6
TCGA-BH-A0DS-01	BRCA	0.8
TCGA-BH-A0DT-01	BRCA	0.38
TCGA-BH-A0DX-01	BRCA	0.37
TCGA-BH-A0DZ-01	BRCA	0.51
TCGA-BH-A0E0-01	BRCA	0.48
TCGA-BH-A0E2-01	BRCA	0.57
TCGA-BH-A0E9-01	BRCA	0.94
TCGA-BH-A0EA-01	BRCA	0.56
TCGA-BH-A0EB-01	BRCA	0.27
TCGA-BH-A0EE-01	BRCA	0.35
TCGA-BH-A0EI-01	BRCA	0.68
TCGA-BH-A0GY-01	BRCA	0.4
TCGA-BH-A0H0-01	BRCA	0.68
TCGA-BH-A0H6-01	BRCA	0.48
TCGA-BH-A0H7-01	BRCA	0.59
TCGA-BH-A0H9-01	BRCA	0.67
TCGA-BH-A0HA-01	BRCA	0.42
TCGA-BH-A0HB-01	BRCA	0.55
TCGA-BH-A0HI-01	BRCA	0.49
TCGA-BH-A0HO-01	BRCA	0.61
TCGA-BH-A0HU-01	BRCA	0.68
TCGA-BH-A0HW-01	BRCA	0.62
TCGA-BH-A0HX-01	BRCA	0.62
TCGA-BH-A0HY-01	BRCA	0.61
TCGA-BH-A0W5-01	BRCA	0.3
TCGA-BH-A0W7-01	BRCA	0.53
TCGA-BH-A0WA-01	BRCA	0.57
TCGA-BH-A18F-01	BRCA	0.39
TCGA-BH-A18G-01	BRCA	0.37
TCGA-BH-A18H-01	BRCA	0.3
TCGA-BH-A18I-01	BRCA	0.55
TCGA-BH-A18J-01	BRCA	0.51
TCGA-BH-A18M-01	BRCA	0.4
TCGA-BH-A18N-01	BRCA	0.7
TCGA-BH-A18P-01	BRCA	0.68
TCGA-BH-A18Q-01	BRCA	0.69
TCGA-BH-A18S-01	BRCA	0.38
TCGA-BH-A18T-01	BRCA	0.61
TCGA-BH-A18V-01	BRCA	0.5
TCGA-BH-A1EO-01	BRCA	0.44
TCGA-BH-A1EV-01	BRCA	0.59
TCGA-BH-A1EW-01	BRCA	0.29
TCGA-C8-A12K-01	BRCA	0.32
TCGA-C8-A12M-01	BRCA	0.58
TCGA-C8-A12N-01	BRCA	0.61
TCGA-C8-A12P-01	BRCA	0.52
TCGA-C8-A12Q-01	BRCA	0.51
TCGA-C8-A12T-01	BRCA	0.52
TCGA-C8-A12W-01	BRCA	1
TCGA-C8-A12X-01	BRCA	0.71
TCGA-C8-A12Y-01	BRCA	0.56
TCGA-C8-A133-01	BRCA	0.18
TCGA-C8-A134-01	BRCA	0.61
TCGA-C8-A135-01	BRCA	0.17
TCGA-C8-A137-01	BRCA	0.73
TCGA-C8-A1HG-01	BRCA	0.23
TCGA-C8-A1HI-01	BRCA	0.44
TCGA-C8-A1HL-01	BRCA	0.67
TCGA-C8-A1HN-01	BRCA	0.68
TCGA-D8-A143-01	BRCA	0.51
TCGA-D8-A145-01	BRCA	0.38
TCGA-D8-A147-01	BRCA	0.51
TCGA-E2-A10A-01	BRCA	0.19
TCGA-E2-A10C-01	BRCA	0.62
TCGA-E2-A14P-01	BRCA	0.46
TCGA-E2-A14S-01	BRCA	0.68
TCGA-E2-A14V-01	BRCA	0.39
TCGA-E2-A14W-01	BRCA	0.5
TCGA-E2-A14X-01	BRCA	0.74
TCGA-E2-A14Z-01	BRCA	0.51
TCGA-E2-A150-01	BRCA	0.5
TCGA-E2-A152-01	BRCA	0.51
TCGA-E2-A153-01	BRCA	0.51
TCGA-E2-A154-01	BRCA	0.61
TCGA-E2-A155-01	BRCA	0.8
TCGA-E2-A156-01	BRCA	0.4
TCGA-E2-A15C-01	BRCA	0.48
TCGA-E2-A15E-01	BRCA	0.62
TCGA-E2-A15E-06	BRCA	0.61
TCGA-E2-A15G-01	BRCA	0.74
TCGA-E2-A15H-01	BRCA	0.42
TCGA-E2-A15J-01	BRCA	0.2
TCGA-E2-A15K-01	BRCA	0.51
TCGA-E2-A15K-06	BRCA	0.91
TCGA-E2-A15L-01	BRCA	0.64
TCGA-E2-A15M-01	BRCA	0.25
TCGA-E2-A15O-01	BRCA	0.75
TCGA-E2-A15R-01	BRCA	0.82
TCGA-E2-A1AZ-01	BRCA	0.47
TCGA-E2-A1B0-01	BRCA	0.97
TCGA-BI-A0VR-01	CESC	0.27
TCGA-BI-A0VS-01	CESC	0.78
TCGA-BI-A20A-01	CESC	0.48
TCGA-C5-A0TN-01	CESC	0.71
TCGA-C5-A1BF-01	CESC	0.71
TCGA-C5-A1BI-01	CESC	0.3
TCGA-C5-A1BJ-01	CESC	0.34
TCGA-C5-A1BK-01	CESC	0.28
TCGA-C5-A1BL-01	CESC	0.61
TCGA-C5-A1BM-01	CESC	0.59
TCGA-C5-A1M6-01	CESC	0.72
TCGA-C5-A1M7-01	CESC	0.22
TCGA-C5-A1M8-01	CESC	0.91
TCGA-C5-A1M9-01	CESC	0.78
TCGA-C5-A1ME-01	CESC	1
TCGA-C5-A1MF-01	CESC	0.46
TCGA-C5-A1MH-01	CESC	1
TCGA-C5-A1MJ-01	CESC	0.74
TCGA-C5-A1ML-01	CESC	0.78
TCGA-C5-A1MP-01	CESC	0.53
TCGA-DR-A0ZL-01	CESC	0.32
TCGA-DR-A0ZM-01	CESC	0.43
TCGA-DS-A0VK-01	CESC	0.68
TCGA-DS-A0VL-01	CESC	0.75
TCGA-DS-A0VN-01	CESC	0.47
TCGA-EX-A1H5-01	CESC	0.63
TCGA-FU-A23K-01	CESC	0.36
TCGA-FU-A23L-01	CESC	0.58
TCGA-3L-AA1B-01	COAD	0.32
TCGA-4N-A93T-01	COAD	0.81
TCGA-A6-2674-01	COAD	0.18
TCGA-A6-2675-01	COAD	0.4
TCGA-A6-2679-01	COAD	0.4
TCGA-A6-2681-01	COAD	0.47
TCGA-A6-2684-01	COAD	0.45
TCGA-A6-2684-01	COAD	0.3
TCGA-A6-2684-01	COAD	0.34
TCGA-A6-2685-01	COAD	0.45
TCGA-A6-2686-01	COAD	0.41
TCGA-A6-3809-01	COAD	0.27
TCGA-A6-3809-01	COAD	0.45
TCGA-A6-3809-01	COAD	0.32
TCGA-A6-3809-01	COAD	0.63
TCGA-A6-3810-01	COAD	0.57
TCGA-A6-3810-01	COAD	0.25
TCGA-A6-3810-01	COAD	0.27
TCGA-A6-3810-01	COAD	0.26
TCGA-A6-4105-01	COAD	0.59
TCGA-A6-4107-01	COAD	0.37
TCGA-A6-5656-01	COAD	0.56
TCGA-A6-5656-01	COAD	0.51
TCGA-A6-5656-01	COAD	0.79
TCGA-A6-5656-01	COAD	0.69
TCGA-A6-5656-01	COAD	0.49
TCGA-A6-5657-01	COAD	0.35
TCGA-A6-5659-01	COAD	0.6
TCGA-A6-5659-01	COAD	0.38
TCGA-A6-5659-01	COAD	0.77
TCGA-A6-5660-01	COAD	0.2
TCGA-A6-5664-01	COAD	0.36
TCGA-A6-5665-01	COAD	0.19
TCGA-A6-5666-01	COAD	0.54
TCGA-A6-6137-01	COAD	0.47
TCGA-A6-6141-01	COAD	0.33
TCGA-A6-6648-01	COAD	0.6
TCGA-A6-6649-01	COAD	0.47
TCGA-A6-6650-01	COAD	0.77
TCGA-A6-6650-01	COAD	0.64
TCGA-A6-6650-01	COAD	0.51
TCGA-A6-6651-01	COAD	0.29
TCGA-A6-6652-01	COAD	0.77
TCGA-A6-6653-01	COAD	0.42
TCGA-A6-6654-01	COAD	0.39
TCGA-A6-6780-01	COAD	0.75
TCGA-A6-6780-01	COAD	0.49
TCGA-A6-6780-01	COAD	0.37
TCGA-A6-6780-01	COAD	0.56
TCGA-A6-6780-01	COAD	0.66
TCGA-A6-6781-01	COAD	0.2
TCGA-A6-6781-01	COAD	0.23
TCGA-A6-6781-01	COAD	0.23
TCGA-A6-6781-01	COAD	0.24
TCGA-A6-6782-01	COAD	0.62
TCGA-A6-A565-01	COAD	0.23
TCGA-A6-A567-01	COAD	0.57
TCGA-A6-A56B-01	COAD	0.35
TCGA-AA-3494-01	COAD	0.66
TCGA-AA-3495-01	COAD	0.5
TCGA-AA-3502-01	COAD	0.84
TCGA-AA-3506-01	COAD	0.6
TCGA-AA-3510-01	COAD	0.33
TCGA-AA-3511-01	COAD	0.4
TCGA-AA-3530-01	COAD	0.67
TCGA-AA-3655-01	COAD	0.79
TCGA-AA-3660-01	COAD	0.6
TCGA-AA-3663-01	COAD	0.31
TCGA-AA-3710-01	COAD	0.5
TCGA-AA-3712-01	COAD	0.65
TCGA-AA-3713-01	COAD	0.45
TCGA-AA-3821-01	COAD	0.29
TCGA-AA-3833-01	COAD	0.47
TCGA-AA-3842-01	COAD	0.81
TCGA-AA-3845-01	COAD	0.7
TCGA-AA-3845-01	COAD	0.71
TCGA-AA-3846-01	COAD	0.57
TCGA-AA-3850-01	COAD	0.37
TCGA-AA-3851-01	COAD	0.48
TCGA-AA-3855-01	COAD	0.54
TCGA-AA-3864-01	COAD	0.84
TCGA-AA-3866-01	COAD	0.47
TCGA-AA-3867-01	COAD	0.62
TCGA-AA-3869-01	COAD	0.56
TCGA-AA-3870-01	COAD	0.54
TCGA-AA-3872-01	COAD	0.67
TCGA-AA-3877-01	COAD	0.68
TCGA-AA-3877-01	COAD	0.3
TCGA-AA-3930-01	COAD	0.66
TCGA-AA-3941-01	COAD	0.73
TCGA-AA-3947-01	COAD	0.26
TCGA-AA-3949-01	COAD	0.84
TCGA-AA-3973-01	COAD	0.91
TCGA-AA-3977-01	COAD	1
TCGA-AA-3984-01	COAD	0.41
TCGA-AA-3984-01	COAD	0.51
TCGA-AA-A00N-01	COAD	0.37
TCGA-AA-A010-01	COAD	0.54
TCGA-AA-A01P-01	COAD	0.28
TCGA-AA-A01P-01	COAD	0.43
TCGA-AA-A01R-01	COAD	0.28
TCGA-AA-A01R-01	COAD	0.32
TCGA-AA-A01S-01	COAD	0.77
TCGA-AA-A01T-01	COAD	0.66
TCGA-AA-A01X-01	COAD	0.6
TCGA-AA-A01Z-01	COAD	0.61
TCGA-AA-A022-01	COAD	0.72
TCGA-AA-A022-01	COAD	0.55
TCGA-AA-A02O-01	COAD	0.56
TCGA-AA-A02Y-01	COAD	0.65
TCGA-AA-A03F-01	COAD	0.43
TCGA-AA-A03J-01	COAD	0.47
TCGA-AD-5900-01	COAD	0.56
TCGA-AD-6548-01	COAD	0.54
TCGA-AD-6888-01	COAD	0.44
TCGA-AD-6889-01	COAD	0.2
TCGA-AD-6890-01	COAD	0.4
TCGA-AD-6899-01	COAD	0.48
TCGA-AD-6901-01	COAD	0.6
TCGA-AD-A5EJ-01	COAD	0.34
TCGA-AD-A5EK-01	COAD	0.78
TCGA-AM-5820-01	COAD	0.47
TCGA-AM-5821-01	COAD	0.17
TCGA-AU-3779-01	COAD	0.52
TCGA-AU-6004-01	COAD	0.23
TCGA-AY-5543-01	COAD	1
TCGA-AY-6196-01	COAD	0.38
TCGA-AY-6197-01	COAD	0.74
TCGA-AY-6386-01	COAD	0.22
TCGA-AY-A69D-01	COAD	0.58
TCGA-AZ-4308-01	COAD	0.69
TCGA-AZ-4313-01	COAD	0.51
TCGA-AZ-4315-01	COAD	0.63
TCGA-AZ-4323-01	COAD	0.57
TCGA-AZ-4614-01	COAD	0.72
TCGA-AZ-4615-01	COAD	0.61
TCGA-AZ-4615-01	COAD	0.77
TCGA-AZ-4681-01	COAD	0.86
TCGA-AZ-4684-01	COAD	0.47
TCGA-AZ-5403-01	COAD	0.35
TCGA-AZ-5407-01	COAD	0.55
TCGA-AZ-6599-01	COAD	1
TCGA-AZ-6600-01	COAD	0.35
TCGA-AZ-6603-01	COAD	0.71
TCGA-AZ-6605-01	COAD	0.24
TCGA-AZ-6607-01	COAD	0.67
TCGA-CA-5255-01	COAD	0.49
TCGA-CA-5796-01	COAD	0.36
TCGA-CA-6715-01	COAD	0.77
TCGA-CA-6716-01	COAD	0.55
TCGA-CA-6719-01	COAD	0.58
TCGA-CK-4947-01	COAD	0.27
TCGA-CK-4948-01	COAD	0.35
TCGA-CK-4951-01	COAD	0.27
TCGA-CK-4952-01	COAD	0.4
TCGA-CK-5912-01	COAD	0.53
TCGA-CK-5914-01	COAD	0.22
TCGA-CK-5916-01	COAD	0.52
TCGA-CK-6746-01	COAD	0.83
TCGA-CK-6747-01	COAD	0.25
TCGA-CK-6748-01	COAD	0.36
TCGA-CM-4743-01	COAD	0.22
TCGA-CM-4744-01	COAD	0.42
TCGA-CM-4747-01	COAD	0.57
TCGA-CM-4748-01	COAD	0.68
TCGA-CM-4750-01	COAD	0.53
TCGA-CM-4751-01	COAD	0.45
TCGA-CM-5341-01	COAD	0.21
TCGA-CM-5349-01	COAD	0.51
TCGA-CM-5860-01	COAD	0.68
TCGA-CM-5861-01	COAD	0.3
TCGA-CM-5862-01	COAD	0.75
TCGA-CM-5864-01	COAD	0.66
TCGA-CM-6161-01	COAD	0.66
TCGA-CM-6164-01	COAD	0.44
TCGA-CM-6165-01	COAD	0.41
TCGA-CM-6166-01	COAD	0.66
TCGA-CM-6167-01	COAD	0.31
TCGA-CM-6169-01	COAD	0.58
TCGA-CM-6170-01	COAD	0.55
TCGA-CM-6171-01	COAD	0.35
TCGA-CM-6172-01	COAD	0.6
TCGA-CM-6674-01	COAD	0.21
TCGA-CM-6675-01	COAD	0.86
TCGA-CM-6676-01	COAD	0.42
TCGA-CM-6678-01	COAD	0.52
TCGA-CM-6680-01	COAD	0.68
TCGA-D5-5537-01	COAD	0.7
TCGA-D5-5539-01	COAD	0.61
TCGA-D5-5540-01	COAD	0.77
TCGA-D5-5541-01	COAD	0.64
TCGA-D5-6529-01	COAD	1
TCGA-D5-6530-01	COAD	0.21
TCGA-D5-6535-01	COAD	0.62
TCGA-D5-6536-01	COAD	0.56
TCGA-D5-6537-01	COAD	0.75
TCGA-D5-6538-01	COAD	0.88
TCGA-D5-6539-01	COAD	0.34
TCGA-D5-6540-01	COAD	0.37
TCGA-D5-6920-01	COAD	0.28
TCGA-D5-6922-01	COAD	0.61
TCGA-D5-6923-01	COAD	0.6
TCGA-D5-6924-01	COAD	0.5
TCGA-D5-6926-01	COAD	0.41
TCGA-D5-6929-01	COAD	0.5
TCGA-D5-6930-01	COAD	0.23
TCGA-D5-6932-01	COAD	0.71
TCGA-D5-7000-01	COAD	0.59
TCGA-DM-A0XD-01	COAD	0.56
TCGA-DM-A0XF-01	COAD	0.36
TCGA-DM-A1D0-01	COAD	0.72
TCGA-DM-A1D4-01	COAD	0.66
TCGA-DM-A1D6-01	COAD	0.8
TCGA-DM-A1D7-01	COAD	0.54
TCGA-DM-A1D8-01	COAD	0.65
TCGA-DM-A1D9-01	COAD	0.65
TCGA-DM-A1DA-01	COAD	0.48
TCGA-DM-A1DB-01	COAD	0.79
TCGA-DM-A1HA-01	COAD	0.93
TCGA-DM-A1HB-01	COAD	0.32
TCGA-DM-A280-01	COAD	0.19
TCGA-DM-A282-01	COAD	0.77
TCGA-DM-A285-01	COAD	0.45
TCGA-DM-A288-01	COAD	0.86
TCGA-DM-A28A-01	COAD	0.48
TCGA-DM-A28C-01	COAD	0.2
TCGA-DM-A28E-01	COAD	0.8
TCGA-DM-A28F-01	COAD	0.67
TCGA-DM-A28G-01	COAD	0.22
TCGA-DM-A28H-01	COAD	0.74
TCGA-DM-A28M-01	COAD	0.54
TCGA-F4-6459-01	COAD	0.74
TCGA-F4-6460-01	COAD	0.58
TCGA-F4-6461-01	COAD	0.59
TCGA-F4-6463-01	COAD	0.55
TCGA-F4-6569-01	COAD	0.36
TCGA-F4-6570-01	COAD	0.72
TCGA-F4-6703-01	COAD	0.24
TCGA-F4-6704-01	COAD	0.98
TCGA-F4-6806-01	COAD	0.32
TCGA-F4-6807-01	COAD	0.54
TCGA-F4-6809-01	COAD	0.38
TCGA-F4-6854-01	COAD	0.66
TCGA-F4-6855-01	COAD	0.31
TCGA-F4-6856-01	COAD	0.3
TCGA-G4-6293-01	COAD	0.28
TCGA-G4-6294-01	COAD	0.68
TCGA-G4-6295-01	COAD	0.67
TCGA-G4-6297-01	COAD	1
TCGA-G4-6298-01	COAD	0.42
TCGA-G4-6299-01	COAD	0.58
TCGA-G4-6303-01	COAD	0.52
TCGA-G4-6306-01	COAD	0.74
TCGA-G4-6311-01	COAD	0.4
TCGA-G4-6317-01	COAD	0.69
TCGA-G4-6317-02	COAD	0.82
TCGA-G4-6320-01	COAD	0.51
TCGA-G4-6322-01	COAD	0.39
TCGA-G4-6323-01	COAD	0.33
TCGA-G4-6586-01	COAD	0.33
TCGA-G4-6588-01	COAD	0.33
TCGA-G4-6626-01	COAD	0.75
TCGA-G4-6627-01	COAD	0.79
TCGA-G4-6628-01	COAD	0.63
TCGA-NH-A50T-01	COAD	0.39
TCGA-NH-A50U-01	COAD	0.63
TCGA-NH-A50V-01	COAD	0.44
TCGA-NH-A5IV-01	COAD	0.3
TCGA-NH-A6GA-01	COAD	0.71
TCGA-QG-A5YW-01	COAD	0.86
TCGA-QG-A5YX-01	COAD	0.8
TCGA-QG-A5Z1-01	COAD	0.77
TCGA-RU-A8FL-01	COAD	0.68
TCGA-SS-A7HO-01	COAD	0.58
TCGA-02-0003-01	GBM	0.81
TCGA-02-0033-01	GBM	0.32
TCGA-02-0047-01	GBM	0.68
TCGA-02-0055-01	GBM	0.4
TCGA-02-2466-01	GBM	0.77
TCGA-02-2470-01	GBM	1
TCGA-02-2470-01	GBM	0.33
TCGA-02-2485-01	GBM	0.67
TCGA-02-2485-01	GBM	0.46
TCGA-02-2486-01	GBM	0.64
TCGA-02-2486-01	GBM	0.47
TCGA-06-0119-01	GBM	0.24
TCGA-06-0124-01	GBM	0.58
TCGA-06-0125-01	GBM	0.31
TCGA-06-0125-02	GBM	0.56
TCGA-06-0126-01	GBM	0.74
TCGA-06-0128-01	GBM	0.72
TCGA-06-0129-01	GBM	0.37
TCGA-06-0130-01	GBM	0.39
TCGA-06-0137-01	GBM	0.81
TCGA-06-0141-01	GBM	0.16
TCGA-06-0145-01	GBM	0.74
TCGA-06-0152-02	GBM	0.57
TCGA-06-0155-01	GBM	0.75
TCGA-06-0169-01	GBM	0.46
TCGA-06-0171-01	GBM	0.42
TCGA-06-0171-02	GBM	0.21
TCGA-06-0190-02	GBM	0.53
TCGA-06-0210-01	GBM	0.41
TCGA-06-0211-01	GBM	0.82
TCGA-06-0221-01	GBM	0.59
TCGA-06-0221-02	GBM	0.83
TCGA-06-0650-01	GBM	0.29
TCGA-06-0876-01	GBM	0.69
TCGA-06-0877-01	GBM	0.69
TCGA-06-0878-01	GBM	0.75
TCGA-06-0879-01	GBM	0.68
TCGA-06-0882-01	GBM	0.49
TCGA-06-0939-01	GBM	0.53
TCGA-06-1084-01	GBM	0.55
TCGA-06-1087-01	GBM	0.84
TCGA-06-1800-01	GBM	0.67
TCGA-06-1801-01	GBM	0.76
TCGA-06-1804-01	GBM	0.57
TCGA-06-1805-01	GBM	0.71
TCGA-06-1806-01	GBM	0.71
TCGA-06-2557-01	GBM	0.66
TCGA-06-2558-01	GBM	0.68
TCGA-06-2559-01	GBM	0.81
TCGA-06-2561-01	GBM	0.54
TCGA-06-2561-01	GBM	1
TCGA-06-2562-01	GBM	0.62
TCGA-06-2562-01	GBM	0.69
TCGA-06-2563-01	GBM	0.63
TCGA-06-2563-01	GBM	0.79
TCGA-06-2565-01	GBM	0.85
TCGA-06-2567-01	GBM	0.77
TCGA-06-2569-01	GBM	0.64
TCGA-06-2569-01	GBM	0.83
TCGA-06-2570-01	GBM	0.39
TCGA-06-5408-01	GBM	0.85
TCGA-06-5411-01	GBM	0.37
TCGA-06-5412-01	GBM	0.27
TCGA-06-5414-01	GBM	0.68
TCGA-06-5415-01	GBM	0.75
TCGA-06-5856-01	GBM	0.71
TCGA-06-5858-01	GBM	0.24
TCGA-06-5859-01	GBM	0.6
TCGA-06-6388-01	GBM	0.72
TCGA-06-6390-01	GBM	0.4
TCGA-06-6693-01	GBM	0.73
TCGA-06-6694-01	GBM	0.69
TCGA-06-6695-01	GBM	0.76
TCGA-06-6698-01	GBM	0.64
TCGA-06-6699-01	GBM	0.83
TCGA-06-6701-01	GBM	0.73
TCGA-06-A5U0-01	GBM	0.94
TCGA-06-A5U1-01	GBM	0.64
TCGA-06-A6S0-01	GBM	0.69
TCGA-12-0821-01	GBM	0.86
TCGA-12-1088-01	GBM	0.52
TCGA-12-1092-01	GBM	0.67
TCGA-12-1093-01	GBM	1
TCGA-12-1598-01	GBM	0.73
TCGA-12-1600-01	GBM	0.72
TCGA-12-1602-01	GBM	0.67
TCGA-12-3644-01	GBM	0.84
TCGA-12-3646-01	GBM	0.75
TCGA-12-3649-01	GBM	0.69
TCGA-12-3650-01	GBM	0.82
TCGA-12-3651-01	GBM	0.51
TCGA-12-3652-01	GBM	0.82
TCGA-12-3653-01	GBM	0.84
TCGA-12-3653-01	GBM	0.57
TCGA-12-5295-01	GBM	0.73
TCGA-12-5299-01	GBM	0.81
TCGA-12-5301-01	GBM	0.84
TCGA-14-0736-01	GBM	0.68
TCGA-14-0736-02	GBM	0.38
TCGA-14-0740-01	GBM	0.74
TCGA-14-0789-01	GBM	0.21
TCGA-14-0790-01	GBM	0.87
TCGA-14-0790-01	GBM	0.71
TCGA-14-0817-01	GBM	0.72
TCGA-14-0865-01	GBM	0.84
TCGA-14-0871-01	GBM	0.51
TCGA-14-1034-01	GBM	0.61
TCGA-14-1037-01	GBM	0.6
TCGA-14-1043-01	GBM	0.51
TCGA-14-1395-01	GBM	0.86
TCGA-14-1396-01	GBM	0.7
TCGA-14-1450-01	GBM	0.47
TCGA-14-1453-01	GBM	0.76
TCGA-14-1455-01	GBM	0.77
TCGA-14-1456-01	GBM	0.75
TCGA-14-1456-01	GBM	0.23
TCGA-14-1458-01	GBM	0.71
TCGA-14-1795-01	GBM	0.6
TCGA-14-1821-01	GBM	0.9
TCGA-14-1829-01	GBM	0.47
TCGA-14-2554-01	GBM	0.77
TCGA-14-2554-01	GBM	0.63
TCGA-14-3477-01	GBM	0.75
TCGA-14-4157-01	GBM	0.84
TCGA-15-1444-01	GBM	0.42
TCGA-15-1446-01	GBM	0.64
TCGA-16-0846-01	GBM	0.81
TCGA-16-0848-01	GBM	0.34
TCGA-16-0861-01	GBM	0.71
TCGA-16-1045-01	GBM	0.44
TCGA-19-0957-01	GBM	0.66
TCGA-19-1385-01	GBM	0.23
TCGA-19-1386-01	GBM	0.78
TCGA-19-1387-01	GBM	0.74
TCGA-19-1388-01	GBM	0.94
TCGA-19-1390-01	GBM	0.93
TCGA-19-1786-01	GBM	0.81
TCGA-19-1787-01	GBM	0.2
TCGA-19-1791-01	GBM	0.92
TCGA-19-2619-01	GBM	0.57
TCGA-19-2619-01	GBM	0.85
TCGA-19-2620-01	GBM	0.63
TCGA-19-2621-01	GBM	1
TCGA-19-2623-01	GBM	0.72
TCGA-19-2623-01	GBM	1
TCGA-19-2624-01	GBM	0.82
TCGA-19-2625-01	GBM	0.61
TCGA-19-2629-01	GBM	0.79
TCGA-19-2631-01	GBM	0.75
TCGA-19-4065-02	GBM	0.44
TCGA-19-5947-01	GBM	0.54
TCGA-19-5950-01	GBM	0.79
TCGA-19-5951-01	GBM	0.91
TCGA-19-5952-01	GBM	0.68
TCGA-19-5953-01	GBM	0.45
TCGA-19-5954-01	GBM	0.74
TCGA-19-5955-01	GBM	0.28
TCGA-19-5956-01	GBM	0.3
TCGA-19-5958-01	GBM	0.71
TCGA-19-A6J4-01	GBM	0.33
TCGA-19-A6J5-01	GBM	0.88
TCGA-26-1439-01	GBM	0.27
TCGA-26-1442-01	GBM	0.63
TCGA-26-5132-01	GBM	0.81
TCGA-26-5133-01	GBM	0.74
TCGA-26-5134-01	GBM	0.82
TCGA-26-5135-01	GBM	0.74
TCGA-26-5139-01	GBM	0.74
TCGA-26-6173-01	GBM	0.54
TCGA-26-A7UX-01	GBM	0.42
TCGA-27-1830-01	GBM	0.55
TCGA-27-1831-01	GBM	0.98
TCGA-27-1832-01	GBM	0.49
TCGA-27-1833-01	GBM	0.84
TCGA-27-1835-01	GBM	0.83
TCGA-27-1837-01	GBM	0.81
TCGA-27-1837-01	GBM	0.67
TCGA-27-1838-01	GBM	0.73
TCGA-27-2518-01	GBM	0.63
TCGA-27-2519-01	GBM	0.67
TCGA-27-2519-01	GBM	0.64
TCGA-27-2521-01	GBM	0.53
TCGA-27-2521-01	GBM	0.65
TCGA-27-2523-01	GBM	0.87
TCGA-27-2524-01	GBM	0.61
TCGA-27-2524-01	GBM	0.52
TCGA-27-2526-01	GBM	0.8
TCGA-27-2528-01	GBM	0.62
TCGA-28-1746-01	GBM	0.71
TCGA-28-1747-01	GBM	0.54
TCGA-28-1752-01	GBM	0.4
TCGA-28-1753-01	GBM	0.76
TCGA-28-1753-01	GBM	0.26
TCGA-28-1755-01	GBM	0.66
TCGA-28-1757-01	GBM	0.66
TCGA-28-2509-01	GBM	0.81
TCGA-28-2509-01	GBM	0.47
TCGA-28-2513-01	GBM	1
TCGA-28-2513-01	GBM	0.22
TCGA-28-2514-01	GBM	0.55
TCGA-28-2514-01	GBM	0.79
TCGA-28-5204-01	GBM	0.85
TCGA-28-5207-01	GBM	0.76
TCGA-28-5209-01	GBM	0.81
TCGA-28-5211-01	GBM	0.35
TCGA-28-5215-01	GBM	0.7
TCGA-28-5218-01	GBM	0.56
TCGA-28-5219-01	GBM	0.71
TCGA-28-5220-01	GBM	0.83
TCGA-28-6450-01	GBM	0.73
TCGA-32-1970-01	GBM	1
TCGA-32-1970-01	GBM	0.81
TCGA-32-1976-01	GBM	0.69
TCGA-32-1979-01	GBM	0.48
TCGA-32-1980-01	GBM	0.62
TCGA-32-1982-01	GBM	0.38
TCGA-32-1982-01	GBM	0.75
TCGA-32-1986-01	GBM	0.21
TCGA-32-1991-01	GBM	0.68
TCGA-32-2491-01	GBM	0.38
TCGA-32-2494-01	GBM	0.55
TCGA-32-2495-01	GBM	0.76
TCGA-32-2616-01	GBM	0.68
TCGA-32-2632-01	GBM	0.71
TCGA-32-2634-01	GBM	0.84
TCGA-32-2634-01	GBM	0.46
TCGA-32-2638-01	GBM	0.68
TCGA-32-4208-01	GBM	0.8
TCGA-32-4210-01	GBM	0.38
TCGA-32-4213-01	GBM	0.63
TCGA-32-4719-01	GBM	0.33
TCGA-41-2571-01	GBM	0.72
TCGA-41-2572-01	GBM	0.75
TCGA-41-2573-01	GBM	0.71
TCGA-41-2573-01	GBM	0.59
TCGA-41-2575-01	GBM	0.72
TCGA-41-2575-01	GBM	0.89
TCGA-41-3392-01	GBM	0.63
TCGA-41-3393-01	GBM	0.57
TCGA-41-3915-01	GBM	0.4
TCGA-41-4097-01	GBM	0.37
TCGA-41-5651-01	GBM	0.87
TCGA-41-6646-01	GBM	0.24
TCGA-4W-AA9R-01	GBM	0.7
TCGA-4W-AA9S-01	GBM	0.65
TCGA-4W-AA9T-01	GBM	0.51
TCGA-74-6577-01	GBM	0.24
TCGA-74-6578-01	GBM	0.68
TCGA-74-6581-01	GBM	0.85
TCGA-76-4925-01	GBM	0.89
TCGA-76-4926-01	GBM	0.75
TCGA-76-4928-01	GBM	0.45
TCGA-76-4929-01	GBM	0.7
TCGA-76-4931-01	GBM	0.75
